,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
19492,19493,2012,3,23,4,1,-1,-1,-1,54,0.0,80.0,1015.0,3.0,SE,63.02,0.0,0.0
19493,19494,2012,3,23,5,1,-1,-1,-1,56,1.0,93.0,1015.0,2.0,SE,64.81,0.0,0.0
19494,19495,2012,3,23,6,1,-1,-1,-1,67,1.0,93.0,1015.0,2.0,SE,66.6,0.0,0.0
19495,19496,2012,3,23,7,1,-1,-1,-1,81,1.0,100.0,1015.0,1.0,NE,1.79,0.0,0.0
19496,19497,2012,3,23,8,1,-1,-1,-1,79,2.0,93.0,1014.0,3.0,SE,1.79,0.0,0.0
19497,19498,2012,3,23,9,1,-1,-1,-1,18,1.0,65.0,1014.0,7.0,NW,3.13,0.0,0.0
19498,19499,2012,3,23,10,1,-1,-1,-1,22,-6.0,29.0,1012.0,11.0,NW,12.07,0.0,0.0
19499,19500,2012,3,23,11,1,-1,-1,-1,18,-6.0,27.0,1012.0,12.0,NW,25.93,0.0,0.0
19500,19501,2012,3,23,12,1,-1,-1,-1,28,-6.0,26.0,1012.0,13.0,NW,38.0,0.0,0.0
19501,19502,2012,3,23,13,1,-1,-1,-1,15,-9.0,19.0,1013.0,14.0,NW,51.86,0.0,0.0
19502,19503,2012,3,23,14,1,-1,-1,-1,15,-12.0,16.0,1014.0,13.0,NW,68.85,0.0,0.0
19503,19504,2012,3,23,15,1,-1,-1,-1,11,-14.0,13.0,1015.0,13.0,NW,84.05,0.0,0.0
19504,19505,2012,3,23,16,1,-1,-1,-1,8,-14.0,12.0,1015.0,12.0,NW,99.25,0.0,0.0
19505,19506,2012,3,23,17,1,-1,-1,-1,10,-14.0,12.0,1015.0,12.0,NW,114.45,0.0,0.0
19506,19507,2012,3,23,18,1,-1,-1,-1,9,-14.0,12.0,1015.0,12.0,NW,129.65,0.0,0.0
19507,19508,2012,3,23,19,1,-1,-1,-1,10,-13.0,24.66666667,1016.0,10.0,NW,144.85,0.0,0.0
19508,19509,2012,3,23,20,1,-1,-1,-1,24,-9.0,37.33333333,1017.0,5.0,NW,0.89,0.0,0.0
19509,19510,2012,3,23,21,1,-1,-1,-1,20,-8.0,50.0,1017.0,2.0,NW,1.78,0.0,0.0
19510,19511,2012,3,23,22,1,-1,-1,-1,16,-8.0,47.0,1017.0,2.0,NW,2.67,0.0,0.0
19511,19512,2012,3,23,23,1,-1,-1,-1,14,-8.0,50.0,1017.0,2.0,NW,3.56,0.0,0.0
19512,19513,2012,3,24,0,1,-1,-1,-1,18,-8.0,47.0,1017.0,2.0,NW,4.45,0.0,0.0
19513,19514,2012,3,24,1,1,-1,-1,-1,26,-8.0,44.0,1018.0,3.0,NW,1.79,0.0,0.0
19514,19515,2012,3,24,2,1,-1,-1,-1,27,-15.0,16.0,1018.0,9.0,NW,14.75,0.0,0.0
19515,19516,2012,3,24,3,1,-1,-1,-1,27,-15.0,19.0,1018.0,7.0,NW,26.82,0.0,0.0
19516,19517,2012,3,24,4,1,-1,-1,-1,16,-13.0,24.0,1018.0,6.0,NW,35.76,0.0,0.0
19517,19518,2012,3,24,5,1,-1,-1,-1,12,-13.0,24.0,1018.0,6.0,NW,42.91,0.0,0.0
19518,19519,2012,3,24,6,1,-1,-1,-1,15,-13.0,25.0,1019.0,5.0,NW,47.83,0.0,0.0
19519,19520,2012,3,24,7,1,-1,-1,-1,15,-13.0,22.0,1019.0,7.0,NW,51.85,0.0,0.0
19520,19521,2012,3,24,8,1,-1,-1,-1,13,-11.0,23.0,1019.0,9.0,NW,57.66,0.0,0.0
19521,19522,2012,3,24,9,1,-1,-1,-1,19,-11.0,21.0,1020.0,10.0,NW,68.84,0.0,0.0
19522,19523,2012,3,24,10,1,-1,-1,-1,16,-12.0,17.0,1020.0,12.0,NW,80.02,0.0,0.0
19523,19524,2012,3,24,11,1,-1,-1,-1,20,-13.0,14.0,1019.0,14.0,NW,92.09,0.0,0.0
19524,19525,2012,3,24,12,1,-1,-1,-1,12,-13.0,14.0,1019.0,14.0,NW,101.92,0.0,0.0
19525,19526,2012,3,24,13,1,-1,-1,-1,12,-13.0,13.0,1019.0,15.0,NW,113.99,0.0,0.0
19526,19527,2012,3,24,14,1,-1,-1,-1,12,-14.0,12.0,1018.0,15.0,NW,126.06,0.0,0.0
19527,19528,2012,3,24,15,1,-1,-1,-1,10,-13.0,14.0,1018.0,14.0,NW,138.13,0.0,0.0
19528,19529,2012,3,24,16,1,-1,-1,-1,17,-13.0,14.0,1017.0,14.0,NW,147.96,0.0,0.0
19529,19530,2012,3,24,17,1,-1,-1,-1,8,-13.0,15.0,1017.0,13.0,NW,156.9,0.0,0.0
19530,19531,2012,3,24,18,1,-1,-1,-1,11,-12.0,17.0,1018.0,12.0,NW,164.95,0.0,0.0
19531,19532,2012,3,24,19,1,-1,-1,-1,17,-12.0,19.0,1018.0,10.0,NE,4.02,0.0,0.0
19532,19533,2012,3,24,20,1,-1,-1,-1,21,-12.0,21.0,1020.0,9.0,NE,8.04,0.0,0.0
19533,19534,2012,3,24,21,1,-1,-1,-1,46,-12.0,22.0,1021.0,8.0,SE,0.89,0.0,0.0
19534,19535,2012,3,24,22,1,-1,-1,-1,45,-11.0,26.0,1021.0,7.0,SE,0.89,0.0,0.0
19535,19536,2012,3,24,23,1,-1,-1,-1,31,-11.0,32.0,1022.0,4.0,NE,0.89,0.0,0.0
19536,19537,2012,3,25,0,1,-1,-1,-1,40,-8.0,44.0,1023.0,3.0,NE,1.78,0.0,0.0
19537,19538,2012,3,25,1,1,-1,-1,-1,11,-9.0,40.0,1023.0,3.0,NE,2.67,0.0,0.0
19538,19539,2012,3,25,2,1,-1,-1,-1,13,-10.0,40.0,1024.0,2.0,NE,1.79,0.0,0.0
19539,19540,2012,3,25,3,1,-1,-1,-1,15,-11.0,32.0,1024.0,4.0,NE,3.58,0.0,0.0
19540,19541,2012,3,25,4,1,-1,-1,-1,13,-11.0,32.0,1024.0,4.0,NE,5.37,0.0,0.0
19541,19542,2012,3,25,5,1,-1,-1,-1,16,-12.0,32.0,1025.0,3.0,NE,0.89,0.0,0.0
19542,19543,2012,3,25,6,1,-1,-1,-1,25,-12.0,32.0,1025.0,3.0,NE,1.78,0.0,0.0
19543,19544,2012,3,25,7,1,-1,-1,-1,22,-8.0,47.0,1026.0,2.0,NE,2.67,0.0,0.0
19544,19545,2012,3,25,8,1,-1,-1,-1,21,-11.0,26.0,1026.0,7.0,NE,1.79,0.0,0.0
19545,19546,2012,3,25,9,1,-1,-1,-1,22,-12.0,22.0,1026.0,8.0,NW,0.89,0.0,0.0
19546,19547,2012,3,25,10,1,-1,-1,-1,20,-12.0,26.0,1026.0,10.0,NW,1.78,0.0,0.0
19547,19548,2012,3,25,11,1,-1,-1,-1,21,-12.0,19.0,1026.0,10.0,NW,2.67,0.0,0.0
19548,19549,2012,3,25,12,1,-1,-1,-1,27,-13.0,15.0,1024.0,13.0,NW,4.02,0.0,0.0
19549,19550,2012,3,25,13,1,-1,-1,-1,33,-13.0,14.0,1023.0,14.0,SE,3.13,0.0,0.0
19550,19551,2012,3,25,14,1,-1,-1,-1,35,-13.0,14.0,1022.0,14.0,SE,6.26,0.0,0.0
19551,19552,2012,3,25,15,1,-1,-1,-1,35,-11.0,15.0,1021.0,15.0,SE,10.28,0.0,0.0
19552,19553,2012,3,25,16,1,-1,-1,-1,37,-10.0,16.0,1020.0,15.0,SE,15.2,0.0,0.0
19553,19554,2012,3,25,17,1,-1,-1,-1,50,-10.0,17.0,1020.0,14.0,SE,20.12,0.0,0.0
19554,19555,2012,3,25,18,1,-1,-1,-1,68,-9.0,20.0,1020.0,13.0,SE,24.14,0.0,0.0
19555,19556,2012,3,25,19,1,-1,-1,-1,83,-8.0,25.0,1020.0,11.0,SE,25.93,0.0,0.0
19556,19557,2012,3,25,20,1,-1,-1,-1,93,-8.0,25.0,1021.0,11.0,SE,27.72,0.0,0.0
19557,19558,2012,3,25,21,1,-1,-1,-1,115,-6.0,34.0,1021.0,9.0,SE,29.51,0.0,0.0
19558,19559,2012,3,25,22,1,-1,-1,-1,124,-5.0,42.0,1021.0,7.0,SE,30.4,0.0,0.0
19559,19560,2012,3,25,23,1,-1,-1,-1,118,-5.0,45.0,1021.0,6.0,SE,0.89,0.0,0.0
19560,19561,2012,3,26,0,1,-1,-1,-1,130,-5.0,45.0,1021.0,6.0,SE,1.79,0.0,0.0
19561,19562,2012,3,26,1,1,-1,-1,-1,118,-5.0,48.0,1021.0,5.0,SE,3.58,0.0,0.0
19562,19563,2012,3,26,2,1,-1,-1,-1,126,-5.0,55.0,1020.0,3.0,NE,0.89,0.0,0.0
19563,19564,2012,3,26,3,1,-1,-1,-1,128,-5.0,64.0,1020.0,1.0,NE,0.89,0.0,0.0
19564,19565,2012,3,26,4,1,-1,-1,-1,136,-5.0,55.0,1020.0,3.0,NE,2.68,0.0,0.0
19565,19566,2012,3,26,5,1,-1,-1,-1,152,-5.0,59.0,1020.0,2.0,NE,4.47,0.0,0.0
19566,19567,2012,3,26,6,1,-1,-1,-1,156,-5.0,59.0,1021.0,2.0,NE,6.26,0.0,0.0
19567,19568,2012,3,26,7,1,-1,-1,-1,148,-4.0,64.0,1021.0,2.0,NW,1.79,0.0,0.0
19568,19569,2012,3,26,8,1,-1,-1,-1,129,-3.0,52.0,1021.0,6.0,NW,2.68,0.0,0.0
19569,19570,2012,3,26,9,1,-1,-1,-1,131,-5.0,39.0,1021.0,8.0,NE,0.89,0.0,0.0
19570,19571,2012,3,26,10,1,-1,-1,-1,131,-5.0,34.0,1021.0,10.0,NE,1.79,0.0,0.0
19571,19572,2012,3,26,11,1,-1,-1,-1,133,-5.0,30.0,1020.0,12.0,NE,3.58,0.0,0.0
19572,19573,2012,3,26,12,1,-1,-1,-1,138,-4.0,28.0,1019.0,14.0,SE,1.79,0.0,0.0
19573,19574,2012,3,26,13,1,-1,-1,-1,144,-4.0,25.0,1018.0,16.0,SE,4.92,0.0,0.0
19574,19575,2012,3,26,14,1,-1,-1,-1,148,-6.0,20.0,1017.0,17.0,SE,3.13,0.0,0.0
19575,19576,2012,3,26,15,1,-1,-1,-1,147,-4.0,22.0,1016.0,18.0,SE,3.13,0.0,0.0
19576,19577,2012,3,26,16,1,-1,-1,-1,135,-4.0,22.0,1015.0,18.0,SE,6.26,0.0,0.0
19577,19578,2012,3,26,17,1,-1,-1,-1,134,-3.0,23.0,1015.0,18.0,SE,9.39,0.0,0.0
19578,19579,2012,3,26,18,1,-1,-1,-1,146,-3.0,28.0,1016.0,15.0,SE,10.28,0.0,0.0
19579,19580,2012,3,26,19,1,-1,-1,-1,204,-2.0,35.0,1016.0,13.0,SE,11.17,0.0,0.0
19580,19581,2012,3,26,20,1,-1,-1,-1,238,-1.0,49.0,1017.0,9.0,NE,0.89,0.0,0.0
19581,19582,2012,3,26,21,1,-1,-1,-1,237,-2.0,49.0,1017.0,8.0,NE,1.78,0.0,0.0
19582,19583,2012,3,26,22,1,-1,-1,-1,280,-1.0,56.0,1018.0,7.0,NE,0.89,0.0,0.0
19583,19584,2012,3,26,23,1,-1,-1,-1,280,0.0,56.0,1018.0,8.0,SE,0.89,0.0,0.0
19584,19585,2012,3,27,0,1,-1,-1,-1,283,-1.0,65.0,1019.0,5.0,NW,3.13,0.0,0.0
19585,19586,2012,3,27,1,1,-1,-1,-1,250,1.0,75.0,1019.0,5.0,NW,4.02,0.0,0.0
19586,19587,2012,3,27,2,1,-1,-1,-1,261,-2.0,64.0,1019.0,4.0,NW,5.81,0.0,0.0
19587,19588,2012,3,27,3,1,-1,-1,-1,235,-2.0,64.0,1019.0,4.0,NW,8.94,0.0,0.0
19588,19589,2012,3,27,4,1,-1,-1,-1,161,-3.0,56.0,1019.0,5.0,NW,12.07,0.0,0.0
19589,19590,2012,3,27,5,1,-1,-1,-1,139,-3.0,56.0,1020.0,5.0,NW,13.86,0.0,0.0
19590,19591,2012,3,27,6,1,-1,-1,-1,131,-4.0,64.0,1020.0,2.0,NW,16.99,0.0,0.0
19591,19592,2012,3,27,7,1,-1,-1,-1,152,-2.0,60.0,1021.0,5.0,NW,20.12,0.0,0.0
19592,19593,2012,3,27,8,1,-1,-1,-1,119,-3.0,37.0,1022.0,11.0,NW,23.25,0.0,0.0
19593,19594,2012,3,27,9,1,-1,-1,-1,87,-5.0,24.0,1022.0,15.0,NW,26.38,0.0,0.0
19594,19595,2012,3,27,10,1,-1,-1,-1,72,-6.0,20.0,1022.0,17.0,NW,29.51,0.0,0.0
19595,19596,2012,3,27,11,1,-1,-1,-1,49,-8.0,14.0,1022.0,20.0,NW,32.64,0.0,0.0
19596,19597,2012,3,27,12,1,-1,-1,-1,27,-9.0,11.0,1021.0,22.0,NW,35.77,0.0,0.0
19597,19598,2012,3,27,13,1,-1,-1,-1,26,-12.0,8.0,1020.0,23.0,NW,40.69,0.0,0.0
19598,19599,2012,3,27,14,1,-1,-1,-1,32,-11.0,9.0,1019.0,23.0,NW,45.61,0.0,0.0
19599,19600,2012,3,27,15,1,-1,-1,-1,31,-11.0,8.0,1019.0,24.0,NW,52.76,0.0,0.0
19600,19601,2012,3,27,16,1,-1,-1,-1,34,-10.0,9.0,1018.0,25.0,NW,58.57,0.0,0.0
19601,19602,2012,3,27,17,1,-1,-1,-1,42,-10.0,10.0,1018.0,23.0,NE,1.79,0.0,0.0
19602,19603,2012,3,27,18,1,-1,-1,-1,41,-8.0,13.0,1019.0,21.0,SE,0.89,0.0,0.0
19603,19604,2012,3,27,19,1,-1,-1,-1,56,-10.0,11.0,1019.0,21.0,SE,4.02,0.0,0.0
19604,19605,2012,3,27,20,1,-1,-1,-1,72,-6.0,20.0,1020.0,17.0,SE,4.91,0.0,0.0
19605,19606,2012,3,27,21,1,-1,-1,-1,95,-4.0,30.0,1021.0,13.0,NE,0.89,0.0,0.0
19606,19607,2012,3,27,22,1,-1,-1,-1,131,-4.0,34.0,1022.0,11.0,NE,1.78,0.0,0.0
19607,19608,2012,3,27,23,1,-1,-1,-1,117,-4.0,37.0,1022.0,10.0,NE,0.89,0.0,0.0
19608,19609,2012,3,28,0,1,-1,-1,-1,26,-8.0,18.0,1023.0,16.0,NE,4.91,0.0,0.0
19609,19610,2012,3,28,1,1,-1,-1,-1,16,-9.0,17.0,1024.0,16.0,NE,8.93,0.0,0.0
19610,19611,2012,3,28,2,1,-1,-1,-1,18,-8.0,19.0,1024.0,15.0,NE,13.85,0.0,0.0
19611,19612,2012,3,28,3,1,-1,-1,-1,3,-8.0,20.0,1024.0,14.0,NE,16.98,0.0,0.0
19612,19613,2012,3,28,4,1,-1,-1,-1,5,-8.0,29.0,1025.0,9.0,NE,20.11,0.0,0.0
19613,19614,2012,3,28,5,1,-1,-1,-1,40,-8.0,27.0,1026.0,10.0,SE,0.45,0.0,0.0
19614,19615,2012,3,28,6,1,-1,-1,-1,78,-7.0,41.0,1026.0,5.0,SE,1.34,0.0,0.0
19615,19616,2012,3,28,7,1,-1,-1,-1,97,-4.0,42.0,1027.0,8.0,SE,1.79,0.0,0.0
19616,19617,2012,3,28,8,1,-1,-1,-1,96,-5.0,28.0,1027.0,13.0,NE,1.79,0.0,0.0
19617,19618,2012,3,28,9,1,-1,-1,-1,62,-5.0,24.0,1028.0,15.0,SE,1.79,0.0,0.0
19618,19619,2012,3,28,10,1,-1,-1,-1,61,-6.0,21.0,1027.0,16.0,SE,5.81,0.0,0.0
19619,19620,2012,3,28,11,1,-1,-1,-1,58,-5.0,20.0,1027.0,18.0,SE,10.73,0.0,0.0
19620,19621,2012,3,28,12,1,-1,-1,-1,51,-6.0,17.0,1026.0,19.0,SE,15.65,0.0,0.0
19621,19622,2012,3,28,13,1,-1,-1,-1,59,-5.0,19.0,1025.0,19.0,SE,20.57,0.0,0.0
19622,19623,2012,3,28,14,1,-1,-1,-1,57,-4.0,20.0,1023.0,19.0,SE,25.49,0.0,0.0
19623,19624,2012,3,28,15,1,-1,-1,-1,48,-4.0,20.0,1022.0,19.0,SE,32.64,0.0,0.0
19624,19625,2012,3,28,16,1,-1,-1,-1,48,-5.0,20.0,1021.0,18.0,SE,38.45,0.0,0.0
19625,19626,2012,3,28,17,1,-1,-1,-1,41,-4.0,23.0,1020.0,17.0,SE,44.26,0.0,0.0
19626,19627,2012,3,28,18,1,-1,-1,-1,37,-5.0,23.0,1020.0,16.0,SE,50.07,0.0,0.0
19627,19628,2012,3,28,19,1,-1,-1,-1,32,-5.0,26.0,1020.0,14.0,SE,54.99,0.0,0.0
19628,19629,2012,3,28,20,1,-1,-1,-1,38,-5.0,28.0,1020.0,13.0,SE,58.12,0.0,0.0
19629,19630,2012,3,28,21,1,-1,-1,-1,47,-4.0,32.0,1020.0,12.0,SE,61.25,0.0,0.0
19630,19631,2012,3,28,22,1,-1,-1,-1,45,-4.0,34.0,1019.0,11.0,SE,65.27,0.0,0.0
19631,19632,2012,3,28,23,1,-1,-1,-1,47,-3.0,37.0,1019.0,11.0,SE,68.4,0.0,0.0
19632,19633,2012,3,29,0,1,-1,-1,-1,54,-3.0,37.0,1017.0,11.0,SE,0.89,0.0,0.0
19633,19634,2012,3,29,1,1,-1,-1,-1,66,-3.0,37.0,1017.0,11.0,SE,1.78,0.0,0.0
19634,19635,2012,3,29,2,1,-1,-1,-1,60,-3.0,39.0,1016.0,10.0,SE,2.67,0.0,0.0
19635,19636,2012,3,29,3,1,-1,-1,-1,69,-1.0,46.0,1015.0,10.0,SE,3.56,0.0,0.0
19636,19637,2012,3,29,4,1,-1,-1,-1,77,-1.0,49.0,1014.0,9.0,SE,0.89,0.0,0.0
19637,19638,2012,3,29,5,1,-1,-1,-1,80,-2.0,45.0,1014.0,9.0,NW,0.89,0.0,0.0
19638,19639,2012,3,29,6,1,-1,-1,-1,77,-1.0,52.0,1013.0,8.0,NW,0.89,0.0,0.0
19639,19640,2012,3,29,7,1,-1,-1,-1,77,-2.0,45.0,1014.0,9.0,NW,1.78,0.0,0.0
19640,19641,2012,3,29,8,1,-1,-1,-1,79,-1.0,43.0,1014.0,11.0,NW,4.92,0.0,0.0
19641,19642,2012,3,29,9,1,-1,-1,-1,87,-2.0,33.0,1014.0,14.0,SE,0.89,0.0,0.0
19642,19643,2012,3,29,10,1,-1,-1,-1,78,-1.0,29.0,1013.0,17.0,SE,1.79,0.0,0.0
19643,19644,2012,3,29,11,1,-1,-1,-1,64,0.0,24.0,1012.0,21.0,NW,4.92,0.0,0.0
19644,19645,2012,3,29,12,1,-1,-1,-1,50,-4.0,17.0,1012.0,22.0,NW,12.07,0.0,0.0
19645,19646,2012,3,29,13,1,-1,-1,-1,36,-7.0,12.0,1011.0,23.0,NW,25.03,0.0,0.0
19646,19647,2012,3,29,14,1,-1,-1,-1,30,-9.0,11.0,1011.0,23.0,NW,36.21,0.0,0.0
19647,19648,2012,3,29,15,1,-1,-1,-1,23,-9.0,11.0,1011.0,23.0,NW,49.17,0.0,0.0
19648,19649,2012,3,29,16,1,-1,-1,-1,17,-11.0,10.0,1011.0,22.0,NW,60.35,0.0,0.0
19649,19650,2012,3,29,17,1,-1,-1,-1,16,-11.0,10.0,1011.0,21.0,NW,72.42,0.0,0.0
19650,19651,2012,3,29,18,1,-1,-1,-1,13,-13.0,9.0,1011.0,20.0,NW,83.6,0.0,0.0
19651,19652,2012,3,29,19,1,-1,-1,-1,10,-13.0,11.0,1013.0,17.0,NW,92.54,0.0,0.0
19652,19653,2012,3,29,20,1,-1,-1,-1,8,-13.0,12.0,1015.0,16.0,NW,102.37,0.0,0.0
19653,19654,2012,3,29,21,1,-1,-1,-1,10,-13.0,13.0,1015.0,15.0,NW,115.33,0.0,0.0
19654,19655,2012,3,29,22,1,-1,-1,-1,18,-11.0,17.0,1018.0,13.0,NW,124.27,0.0,0.0
19655,19656,2012,3,29,23,1,-1,-1,-1,15,-10.0,20.0,1019.0,12.0,NW,136.34,0.0,0.0
19656,19657,2012,3,30,0,1,-1,-1,-1,10,-11.0,20.0,1020.0,11.0,NW,153.33,0.0,0.0
19657,19658,2012,3,30,1,1,-1,-1,-1,7,-11.0,21.0,1021.0,10.0,NW,162.27,0.0,0.0
19658,19659,2012,3,30,2,1,-1,-1,-1,10,-12.0,21.0,1021.0,9.0,NW,171.21,0.0,0.0
19659,19660,2012,3,30,3,1,-1,-1,-1,7,-12.0,21.0,1022.0,9.0,NW,181.04,0.0,0.0
19660,19661,2012,3,30,4,1,-1,-1,-1,5,-12.0,22.0,1022.0,8.0,NW,190.87,0.0,0.0
19661,19662,2012,3,30,5,1,-1,-1,-1,7,-11.0,26.0,1023.0,7.0,NW,198.92,0.0,0.0
19662,19663,2012,3,30,6,1,-1,-1,-1,8,-11.0,28.0,1023.0,6.0,NW,206.07,0.0,0.0
19663,19664,2012,3,30,7,1,-1,-1,-1,10,-12.0,24.0,1024.0,7.0,NW,215.9,0.0,0.0
19664,19665,2012,3,30,8,1,-1,-1,-1,11,-12.0,21.0,1025.0,9.0,NW,223.95,0.0,0.0
19665,19666,2012,3,30,9,1,-1,-1,-1,13,-11.0,23.0,1025.0,9.0,NW,227.97,0.0,0.0
19666,19667,2012,3,30,10,1,-1,-1,-1,20,-14.0,16.0,1024.0,10.0,NW,233.78,0.0,0.0
19667,19668,2012,3,30,11,1,-1,-1,-1,22,-15.0,14.0,1023.0,11.0,NW,245.85,0.0,0.0
19668,19669,2012,3,30,12,1,-1,-1,-1,13,-14.0,13.0,1023.0,13.0,NW,258.81,0.0,0.0
19669,19670,2012,3,30,13,1,-1,-1,-1,16,-15.0,12.0,1022.0,13.0,NW,270.88,0.0,0.0
19670,19671,2012,3,30,14,1,-1,-1,-1,8,-15.0,12.0,1022.0,13.0,NW,279.82,0.0,0.0
19671,19672,2012,3,30,15,1,-1,-1,-1,12,-17.0,10.0,1021.0,13.0,NW,286.97,0.0,0.0
19672,19673,2012,3,30,16,1,-1,-1,-1,19,-19.0,9.0,1020.0,12.0,NW,294.12,0.0,0.0
19673,19674,2012,3,30,17,1,-1,-1,-1,13,-18.0,11.0,1020.0,11.0,NW,303.95,0.0,0.0
19674,19675,2012,3,30,18,1,-1,-1,-1,20,-17.0,12.0,1020.0,11.0,NW,311.1,0.0,0.0
19675,19676,2012,3,30,19,1,-1,-1,-1,30,-18.0,11.0,1019.0,11.0,NW,315.12,0.0,0.0
19676,19677,2012,3,30,20,1,-1,-1,-1,32,-18.0,11.0,1019.0,11.0,NW,318.25,0.0,0.0
19677,19678,2012,3,30,21,1,-1,-1,-1,34,-10.0,23.0,1019.0,10.0,NW,0.89,0.0,0.0
19678,19679,2012,3,30,22,1,-1,-1,-1,37,-12.0,19.0,1018.0,10.0,NW,3.13,0.0,0.0
19679,19680,2012,3,30,23,1,-1,-1,-1,40,-11.0,21.0,1017.0,10.0,SE,3.13,0.0,0.0
19680,19681,2012,3,31,0,1,-1,-1,-1,42,-10.0,21.0,1017.0,11.0,SE,7.15,0.0,0.0
19681,19682,2012,3,31,1,1,-1,-1,-1,42,-9.0,28.0,1017.0,8.0,NE,1.79,0.0,0.0
19682,19683,2012,3,31,2,1,-1,-1,-1,33,-11.0,24.0,1017.0,8.0,NE,5.81,0.0,0.0
19683,19684,2012,3,31,3,1,-1,-1,-1,11,-16.0,16.0,1018.0,8.0,NW,12.96,0.0,0.0
19684,19685,2012,3,31,4,1,-1,-1,-1,10,-16.0,17.0,1018.0,7.0,NW,25.92,0.0,0.0
19685,19686,2012,3,31,5,1,-1,-1,-1,10,-16.0,18.0,1019.0,6.0,NW,34.86,0.0,0.0
19686,19687,2012,3,31,6,1,-1,-1,-1,11,-16.0,20.0,1020.0,5.0,NW,43.8,0.0,0.0
19687,19688,2012,3,31,7,1,-1,-1,-1,10,-13.0,25.0,1021.0,5.0,NE,4.92,0.0,0.0
19688,19689,2012,3,31,8,1,-1,-1,-1,17,-14.0,22.0,1021.0,6.0,NE,10.73,0.0,0.0
19689,19690,2012,3,31,9,1,-1,-1,-1,18,-16.0,18.0,1021.0,6.0,NE,16.54,0.0,0.0
19690,19691,2012,3,31,10,1,-1,-1,-1,14,-17.0,15.0,1022.0,8.0,NE,20.56,0.0,0.0
19691,19692,2012,3,31,11,1,-1,-1,-1,21,-17.0,14.0,1021.0,9.0,NE,25.48,0.0,0.0
19692,19693,2012,3,31,12,1,-1,-1,-1,20,-17.0,12.0,1020.0,11.0,SE,4.02,0.0,0.0
19693,19694,2012,3,31,13,1,-1,-1,-1,21,-17.0,12.0,1020.0,11.0,SE,1.79,0.0,0.0
19694,19695,2012,3,31,14,1,-1,-1,-1,24,-16.0,11.0,1019.0,13.0,SE,5.81,0.0,0.0
19695,19696,2012,3,31,15,1,-1,-1,-1,29,-16.0,11.0,1019.0,13.0,SE,5.81,0.0,0.0
19696,19697,2012,3,31,16,1,-1,-1,-1,26,-15.0,12.0,1018.0,13.0,SE,10.73,0.0,0.0
19697,19698,2012,3,31,17,1,-1,-1,-1,27,-14.0,14.0,1018.0,12.0,SE,14.75,0.0,0.0
19698,19699,2012,3,31,18,1,-1,-1,-1,24,-13.0,16.0,1018.0,12.0,SE,17.88,0.0,0.0
19699,19700,2012,3,31,19,1,-1,-1,-1,27,-13.0,19.0,1018.0,9.0,SE,21.01,0.0,0.0
19700,19701,2012,3,31,20,1,-1,-1,-1,54,-12.0,21.0,1019.0,9.0,SE,24.14,0.0,0.0
19701,19702,2012,3,31,21,1,-1,-1,-1,54,-12.0,21.0,1019.0,9.0,SE,28.16,0.0,0.0
19702,19703,2012,3,31,22,1,-1,-1,-1,52,-9.0,30.0,1019.0,7.0,SE,32.18,0.0,0.0
19703,19704,2012,3,31,23,1,-1,-1,-1,39,-8.0,35.0,1019.0,6.0,SE,33.97,0.0,0.0
19704,19705,2012,4,1,0,1,-1,-1,-1,57,-8.0,38.0,1019.0,5.0,SE,35.76,0.0,0.0
19705,19706,2012,4,1,1,1,-1,-1,-1,55,-7.0,41.0,1019.0,5.0,SE,37.55,0.0,0.0
19706,19707,2012,4,1,2,1,-1,-1,-1,71,-7.0,44.0,1019.0,4.0,SE,40.68,0.0,0.0
19707,19708,2012,4,1,3,1,-1,-1,-1,65,-7.0,44.0,1019.0,4.0,SE,43.81,0.0,0.0
19708,19709,2012,4,1,4,1,-1,-1,-1,57,-8.0,41.0,1019.0,4.0,SE,45.6,0.0,0.0
19709,19710,2012,4,1,5,1,-1,-1,-1,54,-7.0,47.0,1019.0,3.0,SE,0.89,0.0,0.0
19710,19711,2012,4,1,6,1,-1,-1,-1,53,-4.0,55.0,1019.0,4.0,SE,1.79,0.0,0.0
19711,19712,2012,4,1,7,1,-1,-1,-1,82,-3.0,60.0,1019.0,4.0,SE,0.89,0.0,0.0
19712,19713,2012,4,1,8,1,-1,-1,-1,90,-5.0,45.0,1019.0,6.0,SE,1.79,0.0,0.0
19713,19714,2012,4,1,9,1,-1,-1,-1,78,-7.0,36.0,1019.0,7.0,SE,4.92,0.0,0.0
19714,19715,2012,4,1,10,1,-1,-1,-1,76,-7.0,31.0,1019.0,9.0,SE,8.05,0.0,0.0
19715,19716,2012,4,1,11,1,-1,-1,-1,79,-9.0,25.0,1018.0,10.0,SE,12.07,0.0,0.0
19716,19717,2012,4,1,12,1,-1,-1,-1,63,-7.0,27.0,1017.0,11.0,SE,16.99,0.0,0.0
19717,19718,2012,4,1,13,1,-1,-1,-1,56,-7.0,25.0,1015.0,12.0,SE,24.14,0.0,0.0
19718,19719,2012,4,1,14,1,-1,-1,-1,49,-6.0,27.0,1015.0,12.0,SE,29.95,0.0,0.0
19719,19720,2012,4,1,15,1,-1,-1,-1,40,-7.0,27.0,1014.0,11.0,SE,35.76,0.0,0.0
